State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,WEST GODAVARI,Cashewnut,2001-02,Whole Year,42195,Hectare,6854,Tonnes,0.1624363076
Andhra Pradesh,WEST GODAVARI,Cashewnut,2002-03,Whole Year,42464,Hectare,2482,Tonnes,0.05844951017
Andhra Pradesh,WEST GODAVARI,Cashewnut,2003-04,Whole Year,41674,Hectare,6068,Tonnes,0.1456063733
Andhra Pradesh,ADILABAD,Castor seed,2001-02,Kharif,1419,Hectare,417,Tonnes,0.2938689218
Andhra Pradesh,ADILABAD,Castor seed,2002-03,Kharif,1343,Hectare,526,Tonnes,0.3916604617
Andhra Pradesh,ADILABAD,Castor seed,2003-04,Kharif,1402,Hectare,642,Tonnes,0.4579172611
Andhra Pradesh,ANANTAPUR,Castor seed,2001-02,Kharif,3191,Hectare,900,Tonnes,0.2820432466
Andhra Pradesh,ANANTAPUR,Castor seed,2002-03,Kharif,2050,Hectare,416,Tonnes,0.2029268293
Andhra Pradesh,ANANTAPUR,Castor seed,2003-04,Kharif,1927,Hectare,805,Tonnes,0.4177477945
Andhra Pradesh,CHITTOOR,Castor seed,2001-02,Kharif,313,Hectare,88,Tonnes,0.2811501597
Andhra Pradesh,CHITTOOR,Castor seed,2002-03,Kharif,234,Hectare,48,Tonnes,0.2051282051
Andhra Pradesh,CHITTOOR,Castor seed,2003-04,Kharif,372,Hectare,155,Tonnes,0.4166666667
Andhra Pradesh,EAST GODAVARI,Castor seed,2001-02,Kharif,9,Hectare,1,Tonnes,0.1111111111
Andhra Pradesh,EAST GODAVARI,Castor seed,2002-03,Kharif,13,Hectare,3,Tonnes,0.2307692308
Andhra Pradesh,GUNTUR,Castor seed,2001-02,Kharif,3400,Hectare,1469,Tonnes,0.4320588235
Andhra Pradesh,GUNTUR,Castor seed,2002-03,Kharif,2684,Hectare,827,Tonnes,0.3081222057
Andhra Pradesh,GUNTUR,Castor seed,2003-04,Kharif,4263,Hectare,3338,Tonnes,0.7830166549
Andhra Pradesh,KADAPA,Castor seed,2001-02,Kharif,3474,Hectare,978,Tonnes,0.2815198618
Andhra Pradesh,KADAPA,Castor seed,2002-03,Kharif,1013,Hectare,206,Tonnes,0.2033563672
Andhra Pradesh,KADAPA,Castor seed,2003-04,Kharif,3387,Hectare,1416,Tonnes,0.4180690877
Andhra Pradesh,KARIMNAGAR,Castor seed,2001-02,Kharif,190,Hectare,56,Tonnes,0.2947368421
Andhra Pradesh,KARIMNAGAR,Castor seed,2002-03,Kharif,737,Hectare,289,Tonnes,0.3921302578
Andhra Pradesh,KARIMNAGAR,Castor seed,2003-04,Kharif,4436,Hectare,2032,Tonnes,0.4580703336
Andhra Pradesh,KHAMMAM,Castor seed,2001-02,Kharif,5,Hectare,1,Tonnes,0.2
Andhra Pradesh,KHAMMAM,Castor seed,2002-03,Kharif,11,Hectare,4,Tonnes,0.3636363636
Andhra Pradesh,KHAMMAM,Castor seed,2003-04,Kharif,52,Hectare,24,Tonnes,0.4615384615
Andhra Pradesh,KRISHNA,Castor seed,2002-03,Kharif,17,Hectare,4,Tonnes,0.2352941176
Andhra Pradesh,KRISHNA,Castor seed,2003-04,Kharif,18,Hectare,8,Tonnes,0.4444444444
Andhra Pradesh,KURNOOL,Castor seed,2001-02,Kharif,7013,Hectare,1977,Tonnes,0.2819050335
Andhra Pradesh,KURNOOL,Castor seed,2002-03,Kharif,4756,Hectare,966,Tonnes,0.2031118587
Andhra Pradesh,KURNOOL,Castor seed,2003-04,Kharif,11557,Hectare,4831,Tonnes,0.4180150558
Andhra Pradesh,MAHBUBNAGAR,Castor seed,2001-02,Kharif,165340,Hectare,48775,Tonnes,0.2949981856
Andhra Pradesh,MAHBUBNAGAR,Castor seed,2002-03,Kharif,130954,Hectare,61680,Tonnes,0.4710050858
Andhra Pradesh,MAHBUBNAGAR,Castor seed,2003-04,Kharif,146945,Hectare,69652,Tonnes,0.4740004764
Andhra Pradesh,MEDAK,Castor seed,2001-02,Kharif,1603,Hectare,471,Tonnes,0.2938240799
Andhra Pradesh,MEDAK,Castor seed,2002-03,Kharif,2234,Hectare,876,Tonnes,0.3921217547
Andhra Pradesh,MEDAK,Castor seed,2003-04,Kharif,6550,Hectare,3000,Tonnes,0.4580152672
Andhra Pradesh,NALGONDA,Castor seed,2001-02,Kharif,64705,Hectare,17988,Tonnes,0.2780001545
Andhra Pradesh,NALGONDA,Castor seed,2002-03,Kharif,60603,Hectare,12484,Tonnes,0.2059964028
Andhra Pradesh,NALGONDA,Castor seed,2003-04,Kharif,77153,Hectare,30321,Tonnes,0.392998328
Andhra Pradesh,NIZAMABAD,Castor seed,2001-02,Kharif,153,Hectare,45,Tonnes,0.2941176471
Andhra Pradesh,NIZAMABAD,Castor seed,2002-03,Kharif,127,Hectare,50,Tonnes,0.3937007874
Andhra Pradesh,NIZAMABAD,Castor seed,2003-04,Kharif,305,Hectare,140,Tonnes,0.4590163934
Andhra Pradesh,PRAKASAM,Castor seed,2001-02,Kharif,16484,Hectare,4088,Tonnes,0.2479980587
Andhra Pradesh,PRAKASAM,Castor seed,2002-03,Kharif,11040,Hectare,1910,Tonnes,0.1730072464
Andhra Pradesh,PRAKASAM,Castor seed,2003-04,Kharif,13736,Hectare,4107,Tonnes,0.2989953407
Andhra Pradesh,RANGAREDDI,Castor seed,2001-02,Kharif,12525,Hectare,3405,Tonnes,0.2718562874
Andhra Pradesh,RANGAREDDI,Castor seed,2002-03,Kharif,10772,Hectare,5052,Tonnes,0.4689936873
Andhra Pradesh,RANGAREDDI,Castor seed,2003-04,Kharif,12228,Hectare,6505,Tonnes,0.5319757933
Andhra Pradesh,SPSR NELLORE,Castor seed,2001-02,Kharif,17,Hectare,5,Tonnes,0.2941176471
Andhra Pradesh,SPSR NELLORE,Castor seed,2002-03,Kharif,11,Hectare,2,Tonnes,0.1818181818
Andhra Pradesh,SPSR NELLORE,Castor seed,2003-04,Kharif,1,Hectare,,Tonnes,0
Andhra Pradesh,VISAKHAPATANAM,Castor seed,2001-02,Kharif,6,Hectare,2,Tonnes,0.3333333333
Andhra Pradesh,VISAKHAPATANAM,Castor seed,2002-03,Kharif,6,Hectare,1,Tonnes,0.1666666667
Andhra Pradesh,VISAKHAPATANAM,Castor seed,2003-04,Kharif,4,Hectare,2,Tonnes,0.5
Andhra Pradesh,VIZIANAGARAM,Castor seed,2003-04,Kharif,8,Hectare,3,Tonnes,0.375
Andhra Pradesh,WARANGAL,Castor seed,2001-02,Kharif,3724,Hectare,2313,Tonnes,0.6211063373
Andhra Pradesh,WARANGAL,Castor seed,2002-03,Kharif,3297,Hectare,1474,Tonnes,0.4470730968
Andhra Pradesh,WARANGAL,Castor seed,2003-04,Kharif,6571,Hectare,4889,Tonnes,0.7440267844
Andhra Pradesh,WEST GODAVARI,Castor seed,2001-02,Kharif,14,Hectare,4,Tonnes,0.2857142857
Andhra Pradesh,ANANTAPUR,Coconut,2001-02,Whole Year,851,Hectare,3053700,Nuts,3588.366627
Andhra Pradesh,ANANTAPUR,Coconut,2002-03,Whole Year,869,Hectare,3691149,Nuts,4247.582278
Andhra Pradesh,ANANTAPUR,Coconut,2003-04,Whole Year,839,Hectare,3285828,Nuts,3916.362336
Andhra Pradesh,CHITTOOR,Coconut,2001-02,Whole Year,4133,Hectare,14827800,Nuts,3587.660295
Andhra Pradesh,CHITTOOR,Coconut,2002-03,Whole Year,4296,Hectare,17209269,Nuts,4005.881983
Andhra Pradesh,CHITTOOR,Coconut,2003-04,Whole Year,4294,Hectare,16827552,Nuts,3918.852352
Andhra Pradesh,EAST GODAVARI,Coconut,2001-02,Whole Year,48515,Hectare,629772990,Nuts,12980.99536
Andhra Pradesh,EAST GODAVARI,Coconut,2002-03,Whole Year,49479,Hectare,685943720,Nuts,13863.3303
Andhra Pradesh,EAST GODAVARI,Coconut,2003-04,Whole Year,48854,Hectare,683171460,Nuts,13983.94113
Andhra Pradesh,GUNTUR,Coconut,2001-02,Whole Year,491,Hectare,5426352,Nuts,11051.6334
Andhra Pradesh,GUNTUR,Coconut,2002-03,Whole Year,399,Hectare,4488408,Nuts,11249.14286
Andhra Pradesh,GUNTUR,Coconut,2003-04,Whole Year,380,Hectare,4497480,Nuts,11835.47368
Andhra Pradesh,KADAPA,Coconut,2001-02,Whole Year,148,Hectare,530400,Nuts,3583.783784
Andhra Pradesh,KADAPA,Coconut,2002-03,Whole Year,155,Hectare,658350,Nuts,4247.419355
Andhra Pradesh,KADAPA,Coconut,2003-04,Whole Year,104,Hectare,406980,Nuts,3913.269231
Andhra Pradesh,KHAMMAM,Coconut,2001-02,Whole Year,1106,Hectare,11703240,Nuts,10581.59132
Andhra Pradesh,KHAMMAM,Coconut,2002-03,Whole Year,1083,Hectare,11850836,Nuts,10942.60018
Andhra Pradesh,KHAMMAM,Coconut,2003-04,Whole Year,1050,Hectare,11933140,Nuts,11364.89524
Andhra Pradesh,KRISHNA,Coconut,2001-02,Whole Year,1789,Hectare,19782864,Nuts,11058.05702
Andhra Pradesh,KRISHNA,Coconut,2002-03,Whole Year,1889,Hectare,21255984,Nuts,11252.50609
Andhra Pradesh,KRISHNA,Coconut,2003-04,Whole Year,1726,Hectare,20407920,Nuts,11823.82387
Andhra Pradesh,KURNOOL,Coconut,2001-02,Whole Year,110,Hectare,374400,Nuts,3403.636364
Andhra Pradesh,KURNOOL,Coconut,2002-03,Whole Year,100,Hectare,425733,Nuts,4257.33
Andhra Pradesh,KURNOOL,Coconut,2003-04,Whole Year,86,Hectare,342720,Nuts,3985.116279
Andhra Pradesh,MAHBUBNAGAR,Coconut,2001-02,Whole Year,10,Hectare,110200,Nuts,11020
Andhra Pradesh,MAHBUBNAGAR,Coconut,2002-03,Whole Year,11,Hectare,125708,Nuts,11428
Andhra Pradesh,MAHBUBNAGAR,Coconut,2003-04,Whole Year,12,Hectare,141360,Nuts,11780
Andhra Pradesh,MEDAK,Coconut,2001-02,Whole Year,2,Hectare,22040,Nuts,11020
Andhra Pradesh,MEDAK,Coconut,2002-03,Whole Year,1,Hectare,11428,Nuts,11428
Andhra Pradesh,NALGONDA,Coconut,2001-02,Whole Year,18,Hectare,187340,Nuts,10407.77778
Andhra Pradesh,NALGONDA,Coconut,2002-03,Whole Year,21,Hectare,228560,Nuts,10883.80952
Andhra Pradesh,NALGONDA,Coconut,2003-04,Whole Year,30,Hectare,341620,Nuts,11387.33333
Andhra Pradesh,PRAKASAM,Coconut,2001-02,Whole Year,202,Hectare,2195568,Nuts,10869.14851
Andhra Pradesh,PRAKASAM,Coconut,2002-03,Whole Year,202,Hectare,2267460,Nuts,11225.0495
Andhra Pradesh,PRAKASAM,Coconut,2003-04,Whole Year,200,Hectare,2369640,Nuts,11848.2
Andhra Pradesh,RANGAREDDI,Coconut,2001-02,Whole Year,13,Hectare,143260,Nuts,11020
Andhra Pradesh,RANGAREDDI,Coconut,2002-03,Whole Year,13,Hectare,148564,Nuts,11428
Andhra Pradesh,RANGAREDDI,Coconut,2003-04,Whole Year,11,Hectare,129580,Nuts,11780
Andhra Pradesh,SPSR NELLORE,Coconut,2001-02,Whole Year,590,Hectare,6518448,Nuts,11048.21695
Andhra Pradesh,SPSR NELLORE,Coconut,2002-03,Whole Year,599,Hectare,6744240,Nuts,11259.16528
Andhra Pradesh,SPSR NELLORE,Coconut,2003-04,Whole Year,487,Hectare,5754840,Nuts,11816.91992
Andhra Pradesh,SRIKAKULAM,Coconut,2001-02,Whole Year,13645,Hectare,131830848,Nuts,9661.476585
Andhra Pradesh,SRIKAKULAM,Coconut,2002-03,Whole Year,13682,Hectare,112823694,Nuts,8246.140477
Andhra Pradesh,SRIKAKULAM,Coconut,2003-04,Whole Year,13709,Hectare,136160080,Nuts,9932.167189
Andhra Pradesh,VISAKHAPATANAM,Coconut,2001-02,Whole Year,7232,Hectare,56150010,Nuts,7764.105365
Andhra Pradesh,VISAKHAPATANAM,Coconut,2002-03,Whole Year,7230,Hectare,30987756,Nuts,4285.99668
Andhra Pradesh,VISAKHAPATANAM,Coconut,2003-04,Whole Year,7045,Hectare,45965248,Nuts,6524.520653
Andhra Pradesh,VIZIANAGARAM,Coconut,2001-02,Whole Year,3102,Hectare,34298640,Nuts,11056.94391
Andhra Pradesh,VIZIANAGARAM,Coconut,2002-03,Whole Year,3169,Hectare,35663076,Nuts,11253.73178
Andhra Pradesh,VIZIANAGARAM,Coconut,2003-04,Whole Year,3153,Hectare,37285560,Nuts,11825.42341
Andhra Pradesh,WEST GODAVARI,Coconut,2001-02,Whole Year,22287,Hectare,208041750,Nuts,9334.668192
Andhra Pradesh,WEST GODAVARI,Coconut,2002-03,Whole Year,22093,Hectare,224101800,Nuts,10143.56584
Andhra Pradesh,WEST GODAVARI,Coconut,2003-04,Whole Year,21985,Hectare,226058352,Nuts,10282.39036
Andhra Pradesh,ADILABAD,Coriander,2001-02,Whole Year,2076,Hectare,1021,Tonnes,0.4918111753
Andhra Pradesh,ADILABAD,Coriander,2002-03,Whole Year,1197,Hectare,500,Tonnes,0.417710944
Andhra Pradesh,ADILABAD,Coriander,2003-04,Whole Year,1990,Hectare,545,Tonnes,0.2738693467
Andhra Pradesh,ANANTAPUR,Coriander,2001-02,Whole Year,4741,Hectare,1119,Tonnes,0.2360261548
Andhra Pradesh,ANANTAPUR,Coriander,2002-03,Whole Year,3914,Hectare,481,Tonnes,0.1228921819
Andhra Pradesh,ANANTAPUR,Coriander,2003-04,Whole Year,5646,Hectare,610,Tonnes,0.108041091
Andhra Pradesh,CHITTOOR,Coriander,2001-02,Whole Year,51,Hectare,18,Tonnes,0.3529411765
Andhra Pradesh,CHITTOOR,Coriander,2002-03,Whole Year,86,Hectare,24,Tonnes,0.2790697674
Andhra Pradesh,CHITTOOR,Coriander,2003-04,Whole Year,119,Hectare,31,Tonnes,0.2605042017
Andhra Pradesh,EAST GODAVARI,Coriander,2001-02,Whole Year,32,Hectare,25,Tonnes,0.78125
Andhra Pradesh,EAST GODAVARI,Coriander,2002-03,Whole Year,30,Hectare,17,Tonnes,0.5666666667
Andhra Pradesh,EAST GODAVARI,Coriander,2003-04,Whole Year,51,Hectare,39,Tonnes,0.7647058824
